entity_id,entity_type,canonical_name,original_name,source_doc_id,method,confidence,evidence
DoiTuongApDung:các bên bảo lãnh quy định tại khoản 2 điều này và phải đáp ứng các điều kiện quy định tại khoản 3 điều này,DoiTuongApDung,các bên bảo lãnh quy định tại khoản 2 Điều này và phải đáp ứng các điều kiện quy định tại khoản 3 Điều này,các bên bảo lãnh quy định tại khoản 2 Điều này và phải đáp ứng các điều kiện quy định tại khoản 3 Điều này,117310,rule,0.85,"i, giao dịch và số dư tiền gửi của khách hàng (H fxl ) là 8%. Điều 14. Giảm thiểu rủi ro tín dụng bằng bảo lãnh của bên thứ ba 1. Việc giảm thiểu rủi ro tín dụng bằng bảo lãnh chỉ áp dụng đối với các bên bảo lãnh quy định tại khoản 2 Điều này và phải đáp ứng các điều kiện quy định tại khoản 3 Điều này. 2. Bên bảo lãnh bao gồm : a) Chính phủ, ngân hàng trung ương, tổ chức công lập của chính phủ, chính quyền địa phương; b) Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài có xếp hạng tín nhiệm BBB- trở lên; c) Doanh ngh"
"DoiTuongApDung:trường hợp tổng giá trị trạng thái ngoại hối ròng (bao gồm cả vàng) của ngân hàng, chi nhánh ngân hàng nước ngoài lớn hơn 2% vốn tự có của ngân hàng, chi nhánh ngân hàng nước ngoài",DoiTuongApDung,"trường hợp tổng giá trị trạng thái ngoại hối ròng (bao gồm cả vàng) của ngân hàng, chi nhánh ngân hàng nước ngoài lớn hơn 2% vốn tự có của ngân hàng, chi nhánh ngân hàng nước ngoài","trường hợp tổng giá trị trạng thái ngoại hối ròng (bao gồm cả vàng) của ngân hàng, chi nhánh ngân hàng nước ngoài lớn hơn 2% vốn tự có của ngân hàng, chi nhánh ngân hàng nước ngoài",117310,rule,0.85,"kèm theo Thông tư này. Vốn yêu cầu cho rủi ro giá cổ phiếu được tính theo hướng dẫn tại Phụ lục 4 ban hành kèm theo Thông tư này. 4. Vốn yêu cầu cho rủi ro ngoại hối (K FXR ) chỉ áp dụng đối với trường hợp tổng giá trị trạng thái ngoại hối ròng (bao gồm cả vàng) của ngân hàng, chi nhánh ngân hàng nước ngoài lớn hơn 2% vốn tự có của ngân hàng, chi nhánh ngân hàng nước ngoài. Vốn yêu cầu cho rủi ro ngoại hối được tính theo hướng dẫn tại Phụ lục 4 ban hành kèm theo Thông tư này. 5. Vốn yêu cầu cho rủi ro giá hàng hóa (K CMR ) được tính theo hướng dẫn tại Phụ lục 4 ban hành kèm theo Thông tư"
CoQuan:chính phủ,CoQuan,Chính phủ,Chính phủ,133858,metadata,1.0,metadata.csv: Chính phủ
NguoiKy:nguyễn xuân phúc,NguoiKy,Nguyễn Xuân Phúc,Nguyễn Xuân Phúc,133858,metadata,1.0,metadata.csv: Nguyễn Xuân Phúc
LinhVuc:chưa phân loại,LinhVuc,Chưa phân loại,Chưa phân loại,133858,metadata,1.0,metadata.csv: Chưa phân loại
CoQuan:bộ tài chính,CoQuan,Bộ Tài chính,Bộ Tài chính,143217,metadata,1.0,metadata.csv: Bộ Tài chính
LinhVuc:chưa phân loại,LinhVuc,Chưa phân loại,Chưa phân loại,143217,metadata,1.0,metadata.csv: Chưa phân loại
DoiTuongApDung:doanh nghiệp căn cứ luật kế toán số 88/2015/qh 13 ngày 20 tháng 11 năm 2015,DoiTuongApDung,doanh nghiệp Căn cứ Luật kế toán số 88/2015/QH 13 ngày 20 tháng 11 năm 2015,doanh nghiệp Căn cứ Luật kế toán số 88/2015/QH 13 ngày 20 tháng 11 năm 2015,143217,rule,0.85,"C BỘ TÀI CHÍNH Số: 66/2020/TT-BTC CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Hà Nội, ngày 10 tháng 7 năm 2020 THÔNG TƯ Ban hành Quy chế mẫu về kiểm toán nội bộ áp dụng cho doanh nghiệp Căn cứ Luật kế toán số 88/2015/QH 13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định số 05/2019/NĐ-CP ngày 22 thảng 01 năm 2019 của Chính phủ về kiếm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu"
DoiTuongApDung:doanh nghiệp,DoiTuongApDung,doanh nghiệp,doanh nghiệp,143217,rule,0.85,"u tố chức của Bộ Tài chính; Theo đề nghị của Cục trưởng Cục Quản lý, giám sát kế toán, kiểm toán; Bộ trưởng Bộ Tài chính ban hành Thông tư ban hành Quy chế mẫu về kiếm toán nội bộ áp dụng cho doanh nghiệp. Điều 1. Phạm vi điều chỉnh Thông tư này hướng dẫn mẫu Quy chế kiểm toán nội bộ làm cơ sở cho các đơn vị tham chiếu trong việc xây dựng Quy chế kiểm toán nội bộ của doanh nghiệp. Điều 2. Đối tượng áp dụng 1. Thông tư nà"
DoiTuongApDung:các doanh nghiệp quy định tại khoản 1 điều 10 nghị định số 05/2019/nđ-cp ngày 22 tháng 01 năm 2019 của chính phủ về kiếm toán nội bộ,DoiTuongApDung,các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiếm toán nội bộ,các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiếm toán nội bộ,143217,rule,0.85,hướng dẫn mẫu Quy chế kiểm toán nội bộ làm cơ sở cho các đơn vị tham chiếu trong việc xây dựng Quy chế kiểm toán nội bộ của doanh nghiệp. Điều 2. Đối tượng áp dụng 1. Thông tư này áp dụng đối với các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiếm toán nội bộ. 2. Các doanh nghiệp không thuộc quy định tại khoản 1 Điều này được khuyến khích xây dựng Quy chế kiểm toán nội bộ trên cơ sở tham chiếu mẫu Quy chế kiểm toán nội bộ ban hành kèm theo Thông tư này. Điều 3. Quy chế kiểm
CoQuan:chính phủ,CoQuan,Chính phủ,Chính phủ,146468,metadata,1.0,metadata.csv: Chính phủ
NguoiKy:nguyễn xuân phúc,NguoiKy,Nguyễn Xuân Phúc,Nguyễn Xuân Phúc,146468,metadata,1.0,metadata.csv: Nguyễn Xuân Phúc
LinhVuc:chứng khoán,LinhVuc,Chứng khoán,Chứng khoán,146468,metadata,1.0,metadata.csv: Chứng khoán
"DoiTuongApDung:tổ chức, trừ trường hợp quy định tại khoản 3 và khoản 4 điều 15, khoản 2 và khoản 4 điều 30, khoản 3 và khoản 5 điều 39 nghị định này quy định mức phạt tiền áp dụng đối với cá nhân",DoiTuongApDung,"tổ chức, trừ trường hợp quy định tại khoản 3 và khoản 4 Điều 15, khoản 2 và khoản 4 Điều 30, khoản 3 và khoản 5 Điều 39 Nghị định này quy định mức phạt tiền áp dụng đối với cá nhân","tổ chức, trừ trường hợp quy định tại khoản 3 và khoản 4 Điều 15, khoản 2 và khoản 4 Điều 30, khoản 3 và khoản 5 Điều 39 Nghị định này quy định mức phạt tiền áp dụng đối với cá nhân",146468,rule,0.85,"vi vi phạm khác trong lĩnh vực chứng khoán là 3.000.000.000 đồng đối với tổ chức và 1.500.000.000 đồng đối với cá nhân. 3. Mức phạt tiền quy định tại Chương II Nghị định này được áp dụng đối với tổ chức, trừ trường hợp quy định tại khoản 3 và khoản 4 Điều 15, khoản 2 và khoản 4 Điều 30, khoản 3 và khoản 5 Điều 39 Nghị định này quy định mức phạt tiền áp dụng đối với cá nhân. Trường hợp cá nhân có hành vi vi phạm như của tổ chức thì mức phạt tiền bằng 1/2 mức phạt tiền đối với tổ chức. Điều 6. Thời hiệu xử phạt vi phạm hành chính trong lĩnh vực chứng khoán 1. Thời hiệu xử phạt vi phạm hành"
"DoiTuongApDung:tất cả các cổ đông của công ty mục tiêu hoặc nhà đầu tư của quỹ đầu tư mục tiêu, bao gồm cả các cổ đông hoặc nhà đầu tư đã gửi đăng ký bán cho bên chào mua",DoiTuongApDung,"tất cả các cổ đông của công ty mục tiêu hoặc nhà đầu tư của quỹ đầu tư mục tiêu, bao gồm cả các cổ đông hoặc nhà đầu tư đã gửi đăng ký bán cho bên chào mua","tất cả các cổ đông của công ty mục tiêu hoặc nhà đầu tư của quỹ đầu tư mục tiêu, bao gồm cả các cổ đông hoặc nhà đầu tư đã gửi đăng ký bán cho bên chào mua",146468,rule,0.85,"ông tin về việc chào mua công khai hoặc thực hiện báo cáo, công bố thông tin về việc chào mua công khai không đúng quy định pháp luật; k) Không bảo đảm việc tăng giá chào mua được áp dụng đối với tất cả các cổ đông của công ty mục tiêu hoặc nhà đầu tư của quỹ đầu tư mục tiêu, bao gồm cả các cổ đông hoặc nhà đầu tư đã gửi đăng ký bán cho bên chào mua; l) Không chỉ định một công ty chứng khoán làm đại lý thực hiện việc chào mua công khai; không cập nhật về đại lý chào mua công khai kèm theo xác nhận đại lý chào mua công khai thay đổi. 2. Phạt tiền từ 150.000.000 đồng"
CoQuan:bộ tài chính,CoQuan,Bộ Tài chính,Bộ Tài chính,150974,metadata,1.0,metadata.csv: Bộ Tài chính
NguoiKy:tạ anh tuấn,NguoiKy,Tạ Anh Tuấn,Tạ Anh Tuấn,150974,metadata,1.0,metadata.csv: Tạ Anh Tuấn
"LinhVuc:kế toán, kiểm toán",LinhVuc,"Kế toán, kiểm toán","Kế toán, kiểm toán",150974,metadata,1.0,"metadata.csv: Kế toán, kiểm toán"
"DoiTuongApDung:các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại điều 8, điều 9, điều 10 nghị định số 05/2019/nđ-cp ngày 22 tháng 01 năm 2019 của chính phủ về kiểm toán n",DoiTuongApDung,"các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán n","các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán n",150974,rule,0.85,"uyên tắc đạo đức nghề nghiệp kiểm toán nội bộ (Phụ lục II). Điều 2. Đối tượng áp dụng 1. Chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán nội bộ và các tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ của các đơn vị này. 2. Các đơn vị không thuộc đối tượng quy định tại khoản 1 Điều này được khuyến khích thực hiện chuẩn mực kiểm toán nội bộ Việt"
DoiTuongApDung:tất cả các hoạt động kiểm toán nội bộ,DoiTuongApDung,tất cả các hoạt động kiểm toán nội bộ,tất cả các hoạt động kiểm toán nội bộ,150974,rule,0.85,"mô tả bản chất của hoạt động kiểm toán nội bộ và đưa ra các tiêu chí chất lượng để đo lường hoạt động kiểm toán nội bộ. Nhóm chuẩn mực thuộc tính và nhóm chuẩn mực hoạt động được áp dụng đối với tất cả các hoạt động kiểm toán nội bộ. Căn cứ vào chuẩn mực thuộc tính và chuẩn mực hoạt động, phân hướng dẫn triển khai thực hiện được phát triển thêm bằng việc đưa ra các yêu cầu áp dụng cho hoạt động đảm bảo (Ký hiệu là A) hoặc hoạt động tư vấn (Ký hiệu"
DoiTuongApDung:hoạt động đảm bảo (ký hiệu là a) hoặc hoạt động tư vấn (ký hiệu là c),DoiTuongApDung,hoạt động đảm bảo (Ký hiệu là A) hoặc hoạt động tư vấn (Ký hiệu là C),hoạt động đảm bảo (Ký hiệu là A) hoặc hoạt động tư vấn (Ký hiệu là C),150974,rule,0.85,"ất cả các hoạt động kiểm toán nội bộ. Căn cứ vào chuẩn mực thuộc tính và chuẩn mực hoạt động, phân hướng dẫn triển khai thực hiện được phát triển thêm bằng việc đưa ra các yêu cầu áp dụng cho hoạt động đảm bảo (Ký hiệu là A) hoặc hoạt động tư vấn (Ký hiệu là C). Hoạt động đảm bảo là việc người làm công tác kiểm toán nội bộ thực hiện đánh giá các bằng chứng một cách khách quan để đưa ra ý kiến hoặc kết luận liên quan đến một đơn vị, một hoạt động, một chức năng, một quy trình,"
DoiTuongApDung:người làm công tác kiểm toán nội bộ và bộ phận kiểm toán nội bộ,DoiTuongApDung,người làm công tác kiểm toán nội bộ và bộ phận kiểm toán nội bộ,người làm công tác kiểm toán nội bộ và bộ phận kiểm toán nội bộ,150974,rule,0.85,"thực hiện hoạt động tư vấn, người làm công tác kiểm toán nội bộ nên duy trì tính khách quan và không nên đảm nhận trách nhiệm quản lý đối với hoạt động được tư vấn. Chuẩn mực được áp dụng cho người làm công tác kiểm toán nội bộ và bộ phận kiểm toán nội bộ. Người làm công tác kiểm toán nội bộ chịu trách nhiệm tuân thủ các chuẩn mực liên quan đến tính khách quan của cá nhân, thành thạo chuyên môn, thận trọng nghề nghiệp và các chuẩn mực liên quan đến việc thực hiện trách n"
CoQuan:chính phủ,CoQuan,Chính phủ,Chính phủ,163441,metadata,1.0,metadata.csv: Chính phủ
NguoiKy:lê minh khái,NguoiKy,Lê Minh Khái,Lê Minh Khái,163441,metadata,1.0,metadata.csv: Lê Minh Khái
LinhVuc:bảo hiểm,LinhVuc,Bảo hiểm,Bảo hiểm,163441,metadata,1.0,metadata.csv: Bảo hiểm
"DoiTuongApDung:trường hợp tăng vốn điều lệ theo phương thức chào bán chứng khoán ra công chúng, chào bán chứng khoán của công ty cổ phần niêm yết và đại chúng",DoiTuongApDung,"trường hợp tăng vốn điều lệ theo phương thức chào bán chứng khoán ra công chúng, chào bán chứng khoán của công ty cổ phần niêm yết và đại chúng","trường hợp tăng vốn điều lệ theo phương thức chào bán chứng khoán ra công chúng, chào bán chứng khoán của công ty cổ phần niêm yết và đại chúng",163441,rule,0.85,"phần) sau khi tăng vốn; tài liệu chứng minh các cổ đông, thành viên góp vốn mới đáp ứng các điều kiện quy định tại Điều 64 và Điều 65 Luật Kinh doanh bảo hiểm. Quy định này không áp dụng đối với trường hợp tăng vốn điều lệ theo phương thức chào bán chứng khoán ra công chúng, chào bán chứng khoán của công ty cổ phần niêm yết và đại chúng. 3. Trong thời hạn 20 ngày kể từ ngày nhận đủ hồ sơ hợp lệ, Bộ Tài chính có văn bản chấp thuận về nguyên tắc. Trường hợp từ chối chấp thuận, Bộ Tài chính có văn bản giải thích rõ lý do. 4. Đối với trường hợp tăng vốn đi"
DoiTuongApDung:trường hợp bổ sung vốn điều lệ nhằm đáp ứng quy định về quản lý vốn chủ sở hữu tại khoản 3 điều 37 nghị định này,DoiTuongApDung,trường hợp bổ sung vốn điều lệ nhằm đáp ứng quy định về quản lý vốn chủ sở hữu tại khoản 3 Điều 37 Nghị định này,trường hợp bổ sung vốn điều lệ nhằm đáp ứng quy định về quản lý vốn chủ sở hữu tại khoản 3 Điều 37 Nghị định này,163441,rule,0.85,"ái bảo hiểm, chi nhánh nước ngoài tại Việt Nam không thực hiện được phương án thay đổi mức vốn đã được chấp thuận thì phải báo cáo Bộ Tài chính phương án xử lý. Quy định này không áp dụng đối với trường hợp bổ sung vốn điều lệ nhằm đáp ứng quy định về quản lý vốn chủ sở hữu tại khoản 3 Điều 37 Nghị định này. Điều 20. Giám vốn điều lệ, vốn được cấp 1. Doanh nghiệp bảo hiểm, doanh nghiệp tái bảo hiểm, chi nhánh nước ngoài tại Việt Nam muốn giảm vốn điều lệ, vốn được cấp phải đáp ứng các điều kiện sau: a) Doanh nghiệp bảo hiể"
DoiTuongApDung:các tài sản thuộc từng quỹ liên kết đơn vị,DoiTuongApDung,các tài sản thuộc từng quỹ liên kết đơn vị,các tài sản thuộc từng quỹ liên kết đơn vị,163441,rule,0.85,"ộc nghiệp vụ bảo hiểm liên kết đầu tư, doanh nghiệp bảo hiểm phải cung cấp thêm các tài liệu sau: Danh sách quỹ liên kết đơn vị, chính sách đầu tư mà doanh nghiệp bảo hiểm dự kiến áp dụng đối với các tài sản thuộc từng quỹ liên kết đơn vị; cơ sở phân bổ các khoản phí bảo hiểm và chi phí giữa các quỹ liên kết đơn vị; phương pháp định giá các đơn vị quỹ liên kết đơn vị; văn bằng chứng minh trình độ, năng lực, kinh nghiệm chuyên môn của các thành viên Hội đ"
DoiTuongApDung:trường hợp giao dịch chuyển nhượng thực hiện thông qua giao dịch trên thị trường chứng khoán đối với công ty niêm yết,DoiTuongApDung,trường hợp giao dịch chuyển nhượng thực hiện thông qua giao dịch trên thị trường chứng khoán đối với công ty niêm yết,trường hợp giao dịch chuyển nhượng thực hiện thông qua giao dịch trên thị trường chứng khoán đối với công ty niêm yết,163441,rule,0.85,"ượng cổ phần, phần vốn góp trên 10% vốn điều lệ và doanh nghiệp sau khi chuyển nhượng cổ phần, phần vốn góp đáp ứng các điều kiện quy định tại khoản 1 Điều này. Quy định này không áp dụng đối với trường hợp giao dịch chuyển nhượng thực hiện thông qua giao dịch trên thị trường chứng khoán đối với công ty niêm yết; d) Bán sao từ sổ gốc hoặc được chứng thực của hợp đồng nguyên tắc về chuyển nhượng (trừ trường hợp doanh nghiệp bảo hiểm, doanh nghiệp tái bảo hiểm là tổ chức niêm yết, đăng ký giao dịch trên thị trường chứng khoán); đ"
DoiTuongApDung:các chức danh chuyên gia tính toán đã được bộ tài chính phê chuẩn trước thời điểm nghị định này có hiệu lực,DoiTuongApDung,các chức danh chuyên gia tính toán đã được Bộ Tài chính phê chuẩn trước thời điểm Nghị định này có hiệu lực,các chức danh chuyên gia tính toán đã được Bộ Tài chính phê chuẩn trước thời điểm Nghị định này có hiệu lực,163441,rule,0.85,"4. Là người lao động tại doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe. 5. Cơ trú tại Việt Nam trong thời gian đương nhiệm. 6. Quy định tại khoản 2 Điều này không áp dụng đối với các chức danh chuyên gia tính toán đã được Bộ Tài chính phê chuẩn trước thời điểm Nghị định này có hiệu lực. Điều 30: Điều kiện, tiêu chuẩn của chuyên gia tính toán của doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp tái bảo hiểm, chi nhánh nước ngoài tại Việt Nam 1. Các tiêu chuẩn chung quy định tại khoản 1 Điều 81 Luật Kin"
DoiTuongApDung:bảo hiểm liên kết chung) được tính theo một trong các phương pháp sau: tổng giá trị hoàn lại của các hợp đồng bảo hiểm liên kết chung cộng với khoản dự phòng nhằm đảm bảo cho việc,DoiTuongApDung,bảo hiểm liên kết chung) được tính theo một trong các phương pháp sau: Tổng giá trị hoàn lại của các hợp đồng bảo hiểm liên kết chung cộng với khoản dự phòng nhằm đảm bảo cho việc,bảo hiểm liên kết chung) được tính theo một trong các phương pháp sau: Tổng giá trị hoàn lại của các hợp đồng bảo hiểm liên kết chung cộng với khoản dự phòng nhằm đảm bảo cho việc,163441,rule,0.85,dòng tiền để đáp ứng được tất cả chi phí chi trả quyền lợi về rủi ro bảo hiểm trong tương lai trong suốt thời hạn của hợp đồng; b) Dự phòng nghiệp vụ đối với phần liên kết chung (áp dụng đối với bảo hiểm liên kết chung) được tính theo một trong các phương pháp sau: Tổng giá trị hoàn lại của các hợp đồng bảo hiểm liên kết chung cộng với khoản dự phòng nhằm đảm bảo cho việc chi trả giá trị tài khoản đối với các hợp đồng dự kiến xảy ra sự kiện bảo hiểm trong kỳ; Tổng giá trị tài khoản của các hợp đồng liên kết chung. Doanh nghiệp bảo hiểm có trách nhiệm đánh giá và lựa chọn phương pháp trích
DoiTuongApDung:bảo hiểm liên kết đơn vị) là tổng số các khoản sau: tổng số các đơn vị đầu tư của bên mua bảo hiểm tại ngày định giá nhân với giá mua của đơn vị quỹ tại ngày định giá,DoiTuongApDung,bảo hiểm liên kết đơn vị) là tổng số các khoản sau: Tổng số các đơn vị đầu tư của bên mua bảo hiểm tại ngày định giá nhân với giá mua của đơn vị quỹ tại ngày định giá,bảo hiểm liên kết đơn vị) là tổng số các khoản sau: Tổng số các đơn vị đầu tư của bên mua bảo hiểm tại ngày định giá nhân với giá mua của đơn vị quỹ tại ngày định giá,163441,rule,0.85,ơng pháp trích lập dự phòng nghiệp vụ đối với phần liên kết chung để bảo đảm các trách nhiệm đã cam kết theo hợp đồng bảo hiểm; c) Dự phòng nghiệp vụ đối với phần liên kết đơn vị (áp dụng đối với bảo hiểm liên kết đơn vị) là tổng số các khoản sau: Tổng số các đơn vị đầu tư của bên mua bảo hiểm tại ngày định giá nhân với giá mua của đơn vị quỹ tại ngày định giá; Tổng số phí bảo hiểm đã nhận được từ bên mua bảo hiểm tại ngày định giá sau khi trừ đi các khoản phí tính cho bên mua bảo hiểm mà phần còn lại này dùng để mua các đơn vị quỹ nhưng chưa được thực hiện; d) Dự phòng nghiệ
DoiTuongApDung:bảo hiểm hưu trí) là tổng giá trị tài khoản bảo hiểm hưu trí tại thời điểm trích lập,DoiTuongApDung,bảo hiểm hưu trí) là tổng giá trị tài khoản bảo hiểm hưu trí tại thời điểm trích lập,bảo hiểm hưu trí) là tổng giá trị tài khoản bảo hiểm hưu trí tại thời điểm trích lập,163441,rule,0.85,trừ đi các khoản phí tính cho bên mua bảo hiểm mà phần còn lại này dùng để mua các đơn vị quỹ nhưng chưa được thực hiện; d) Dự phòng nghiệp vụ đối với tài khoản bảo hiểm hưu trí (áp dụng đối với bảo hiểm hưu trí) là tổng giá trị tài khoản bảo hiểm hưu trí tại thời điểm trích lập; đ) Dự phòng cho các quyền lợi bảo hiểm khác ngoài quyền lợi về rủi ro bảo hiểm và quyền lợi đầu tư. 3. Dự phòng phí chưa được hưởng: Được tính trên phí bảo hiểm gộp theo các phương pháp quy định tại khoản 1 Điều 39 Ngh
DoiTuongApDung:các hợp đồng bảo hiểm có thời hạn trên 01 năm để đảm bảo được các trách nhiệm đã cam kết khi xảy ra sự kiện bảo hiểm trong tương lai,DoiTuongApDung,các hợp đồng bảo hiểm có thời hạn trên 01 năm để đảm bảo được các trách nhiệm đã cam kết khi xảy ra sự kiện bảo hiểm trong tương lai,các hợp đồng bảo hiểm có thời hạn trên 01 năm để đảm bảo được các trách nhiệm đã cam kết khi xảy ra sự kiện bảo hiểm trong tương lai,163441,rule,0.85,"theo quy định tại Điều 45 Nghị định này trước khi áp dụng. Điều 43. Phương pháp, cơ sở trích lập dự phòng nghiệp vụ bảo hiểm sức khỏe 1. Dụ phỏng toán học: Dự phòng toán học được áp dụng đối với các hợp đồng bảo hiểm có thời hạn trên 01 năm để đảm bảo được các trách nhiệm đã cam kết khi xảy ra sự kiện bảo hiểm trong tương lai. Doanh nghiệp bảo hiểm, doanh nghiệp tái bảo hiểm, chi nhánh nước ngoài tại Việt Nam được chủ động lựa chọn phương pháp trích lập như: Phương pháp phí bảo hiểm gộp, phương pháp phí bảo hiểm thuần, các phương pháp khác t"
DoiTuongApDung:các hợp đồng bảo hiểm có thời hạn từ 01 năm trở xuống,DoiTuongApDung,các hợp đồng bảo hiểm có thời hạn từ 01 năm trở xuống,các hợp đồng bảo hiểm có thời hạn từ 01 năm trở xuống,163441,rule,0.85,"ng pháp phí bảo hiểm thuần, các phương pháp khác theo thông lệ quốc tế. 2. Dự phòng phí chưa được hưởng: Được tính theo các phương pháp quy định tại khoản 1 Điều 39 Nghị định này, áp dụng đối với các hợp đồng bảo hiểm có thời hạn từ 01 năm trở xuống. 3. Dự phỏng bồi thường: a) Phương pháp trích lập dự phòng bồi thường theo thống kê hồ sơ yêu cầu đòi bồi thường; b) Phương pháp trích lập dự phòng bồi thường theo hệ số phát sinh bồi thường. 4. Dự phòng đảm bảo cân đối"
DoiTuongApDung:năm tài chính từ ngày 01 tháng 01 năm 2023,DoiTuongApDung,năm tài chính từ ngày 01 tháng 01 năm 2023,năm tài chính từ ngày 01 tháng 01 năm 2023,163441,rule,0.85,"ơ sở trích lập dự phòng nghiệp vụ bảo hiểm không phù hợp với quy định của Nghị định này thì thực hiện đăng ký lại với Bộ Tài chính trong vòng 06 tháng kể từ ngày ký Nghị định này, áp dụng cho năm tài chính từ ngày 01 tháng 01 năm 2023. Quy định này không áp dụng đối với dự phòng đối với phần liên kết chung. 5. Trong thời hạn 01 năm kể từ ngày Nghị định này có hiệu lực, doanh nghiệp bảo hiểm nhân thọ phải thực hiện rà soát và đăng ký với Bộ Tài chính"
DoiTuongApDung:dự phòng đối với phần liên kết chung,DoiTuongApDung,dự phòng đối với phần liên kết chung,dự phòng đối với phần liên kết chung,163441,rule,0.85,"ghị định này thì thực hiện đăng ký lại với Bộ Tài chính trong vòng 06 tháng kể từ ngày ký Nghị định này, áp dụng cho năm tài chính từ ngày 01 tháng 01 năm 2023. Quy định này không áp dụng đối với dự phòng đối với phần liên kết chung. 5. Trong thời hạn 01 năm kể từ ngày Nghị định này có hiệu lực, doanh nghiệp bảo hiểm nhân thọ phải thực hiện rà soát và đăng ký với Bộ Tài chính phương pháp trích lập dự phòng nghiệp vụ đối với phần liên kết chung đảm"
DoiTuongApDung:các cổ đông hoặc thành viên đã sở hữu từ 10% vốn điều lệ trở lên của doanh nghiệp môi giới bảo hiểm trước khi tăng vốn và không áp dụng đối với trường hợp tăng vốn điều lệ theo phư,DoiTuongApDung,các cổ đông hoặc thành viên đã sở hữu từ 10% vốn điều lệ trở lên của doanh nghiệp môi giới bảo hiểm trước khi tăng vốn và không áp dụng đối với trường hợp tăng vốn điều lệ theo phư,các cổ đông hoặc thành viên đã sở hữu từ 10% vốn điều lệ trở lên của doanh nghiệp môi giới bảo hiểm trước khi tăng vốn và không áp dụng đối với trường hợp tăng vốn điều lệ theo phư,163441,rule,0.85,"tài liệu chứng minh các cổ đông hoặc thành viên này đáp ứng điều kiện quy định tại các khoản 1, 2, 5 Điều 133 Luật Kinh doanh bảo hiểm và Điều 63 Nghị định này. Quy định này không áp dụng đối với các cổ đông hoặc thành viên đã sở hữu từ 10% vốn điều lệ trở lên của doanh nghiệp môi giới bảo hiểm trước khi tăng vốn và không áp dụng đối với trường hợp tăng vốn điều lệ theo phương thức chào bán cổ phần ra công chúng, chào bán cổ phần của công ty cổ phần niêm yết và đại chúng. 3. Trong thời hạn 20 ngày kể từ ngày nhận đủ hồ sơ hợp lệ, Bộ Tài chính có văn bản chấp thuận về nguyên tắc. Trường hợp"
DoiTuongApDung:trường hợp đã có bằng đại học trở lên về chuyên ngành bảo hiểm,DoiTuongApDung,trường hợp đã có bằng đại học trở lên về chuyên ngành bảo hiểm,trường hợp đã có bằng đại học trở lên về chuyên ngành bảo hiểm,163441,rule,0.85,"này. 2. Có bằng đại học trở lên. 3. Có chứng chỉ bảo hiểm hoặc chứng chỉ môi giới bảo hiểm do các cơ sở đào tạo được thành lập hợp pháp trong và ngoài nước cấp. Quy định này không áp dụng đối với trường hợp đã có bằng đại học trở lên về chuyên ngành bảo hiểm. 4. Có tối thiểu 05 năm trực tiếp làm việc trong một hoặc các lĩnh vực bảo hiểm, tài chính, ngân hàng, trong đó có tối thiểu 03 năm giữ vị trí là người quản lý, người kiểm soát của doanh nghiệp bảo hiểm, doanh nghiệp tá"
